Tiempo de ejecucion total: 3.45872e+008 ns
Nodo_Origen;Nodo_Destino;Peso_Del_Camino
423;365;-206.99
423;366;-158.681
423;367;-452.48
423;368;-438.893
423;370;-427.631
423;371;-428.384
423;372;-446.794
423;373;-416.306
423;374;-627.983
423;375;-850.701
423;376;-571.326
423;377;-834.094
423;378;-550.664
423;379;-768.734
423;380;-683.988
423;386;-526.626
423;387;-612.908
423;388;-671.102
423;389;-596.856
423;390;-563.853
423;391;-514.834
423;392;-458.015
423;393;-531.618
423;394;-464.951
423;395;-446.703
423;396;-412.101
423;397;-173.045
423;398;-156.182
423;399;-409.269
423;400;-149.916
423;401;-415.607
423;402;-127.768
423;404;-405.092
423;406;-378.655
423;407;-387.812
423;408;-323.709
423;409;-123.869
423;411;-149.904
423;413;-259.145
423;414;-205.382
423;415;-135.938
423;416;-121.101
423;417;-114.678
423;418;-105.906
423;419;-98.5153
423;420;-27.8551
423;422;-65.3595
423;423;0
424;317;-77.5451
424;318;-1609.94
424;320;-189.437
424;326;-1622.52
424;327;-1582.18
424;328;-1069.93
424;329;-1059.52
424;330;-1039.84
424;331;-1050.98
424;332;-1049.86
424;333;-1163.49
424;334;-1074.84
424;335;-1042.76
424;336;-1052.47
424;337;-1039.36
424;338;-1013.45
424;339;-789.78
424;340;-1545.01
424;341;-1413.43
424;342;-1322.52
424;343;-1166.27
424;344;-842.196
424;345;-841.583
424;346;-767.509
424;347;-717.257
424;348;-1126.58
424;349;-698.425
424;350;-537.135
424;353;-876.585
424;355;-522.579
424;356;-578.875
424;360;-424.097
424;362;-190.248
424;364;-182.324
424;365;-154.243
424;366;-105.934
424;367;-399.733
424;368;-386.146
424;370;-374.884
424;371;-375.637
424;372;-394.047
424;373;-363.559
424;374;-575.236
424;375;-797.955
424;376;-518.579
424;377;-781.347
424;378;-497.918
424;379;-715.987
424;380;-631.242
424;386;-473.879
424;387;-560.161
424;388;-618.355
424;389;-544.11
424;390;-511.106
424;391;-462.087
424;392;-405.268
424;393;-478.871
424;394;-412.204
424;395;-393.956
424;396;-359.354
424;397;-120.298
424;398;-103.435
424;399;-356.522
424;400;-97.1695
424;401;-362.86
424;402;-75.0212
424;404;-352.345
424;406;-325.908
424;407;-335.065
424;408;-270.963
424;409;-71.1225
424;411;-97.1572
424;413;-206.399
424;414;-152.635
424;415;-83.1907
424;416;-68.354
424;417;-61.9313
424;418;-53.1594
424;420;-44.895
424;421;-9.43396
424;424;0
425;327;-145.484
425;328;-20.7543
425;329;-10.3485
425;330;-2.25327
425;331;-1.80878
425;332;-0.691085
425;333;-73.7048
425;334;-4.26035
425;336;-2.88767
425;425;0
426;318;-1561.51
426;326;-1574.09
426;327;-1533.75
426;328;-1021.49
426;329;-1011.09
426;330;-991.407
426;331;-1002.55
426;332;-1001.43
426;333;-1115.05
426;334;-1026.41
426;335;-994.33
426;336;-1004.04
426;337;-990.927
426;338;-965.021
426;339;-741.347
426;340;-1496.57
426;341;-1364.99
426;342;-1274.08
426;343;-1117.83
426;344;-793.762
426;345;-793.149
426;346;-719.075
426;347;-668.824
426;348;-1078.15
426;349;-649.991
426;350;-488.701
426;353;-828.151
426;355;-474.145
426;356;-530.441
426;360;-375.664
426;367;-351.299
426;368;-337.712
426;370;-326.451
426;371;-327.203
426;372;-345.614
426;373;-315.126
426;374;-526.802
426;375;-749.521
426;376;-470.145
426;377;-732.913
426;378;-449.484
426;379;-667.554
426;380;-582.808
426;386;-425.445
426;387;-511.727
426;388;-569.921
426;389;-495.676
426;390;-462.673
426;391;-413.653
426;392;-356.835
426;393;-430.437
426;394;-363.771
426;395;-345.523
426;396;-310.921
426;397;-71.8645
426;398;-55.0011
426;399;-308.088
426;401;-314.427
426;404;-303.911
426;406;-277.474
426;407;-286.632
426;408;-222.529
426;411;-48.7236
426;413;-157.965
426;414;-104.202
426;415;-34.7571
426;416;-19.9203
426;426;0
427;427;0
428;318;-252.694
428;320;-333.157
428;321;-150.796
428;322;-41.4938
428;325;-4.3592
428;326;-265.278
428;327;-224.933
428;340;-187.759
428;341;-56.1798
428;427;-156.25
428;428;0
429;318;-1005.69
429;326;-1018.28
429;327;-977.933
429;333;-559.238
429;340;-940.758
429;341;-809.179
429;342;-718.27
429;343;-562.02
429;348;-522.338
429;353;-272.338
429;377;-177.1
429;393;-86.1906
429;407;-31.5457
429;429;0
430;318;-1297.33
430;320;-107.179
430;326;-1309.92
430;327;-1269.57
430;328;-757.321
430;329;-746.915
430;330;-727.235
430;331;-738.376
430;332;-737.258
430;333;-850.88
430;334;-762.236
430;335;-730.158
430;336;-739.865
430;337;-726.755
430;338;-700.849
430;339;-477.175
430;340;-1232.4
430;341;-1100.82
430;342;-1009.91
430;343;-853.662
430;344;-529.591
430;345;-528.977
430;346;-454.903
430;347;-404.652
430;348;-813.979
430;349;-385.819
430;350;-224.529
430;353;-563.979
430;355;-209.973
430;356;-266.269
430;357;-75.2184
430;358;-93.2575
430;359;-59.0109
430;360;-133.179
430;362;-107.99
430;364;-100.066
430;365;-71.9853
430;366;-23.6761
430;367;-87.1271
430;368;-73.5401
430;370;-62.2789
430;371;-63.0311
430;372;-81.4416
430;373;-50.9538
430;374;-262.63
430;375;-485.349
430;376;-205.973
430;377;-468.741
430;378;-185.312
430;379;-403.382
430;380;-318.636
430;386;-161.274
430;387;-247.555
430;388;-305.749
430;389;-231.504
430;390;-198.501
430;391;-149.481
430;392;-92.6629
430;393;-166.266
430;394;-99.5989
430;395;-81.3507
430;396;-46.7486
430;399;-43.9165
430;400;-14.9118
430;401;-50.2547
430;403;-3.5868
430;404;-39.7394
430;405;-1.66806
430;407;-104.01
430;429;-72.4638
430;430;0
431;327;-153.088
431;328;-28.3591
431;329;-17.9533
431;330;-7.65284
431;331;-7.20835
431;332;-6.09065
431;333;-79.1044
431;334;-9.65992
431;336;-8.28724
431;425;-5.39957
431;431;0
432;318;-1125.57
432;326;-1138.15
432;327;-1097.81
432;328;-36.3352
432;329;-25.9294
432;330;-6.24903
432;331;-17.3897
432;332;-16.272
432;333;-679.115
432;334;-41.25
432;335;-9.17203
432;336;-18.8787
432;337;-5.76951
432;340;-1060.64
432;341;-929.057
432;342;-838.148
432;343;-681.898
432;344;-5.81842
432;345;-5.20511
432;348;-642.215
432;353;-392.215
432;356;-8.06183
432;372;-11.8624
432;374;-4.42282
432;375;-313.585
432;377;-296.977
432;379;-231.617
432;380;-146.872
432;387;-75.791
432;388;-133.985
432;389;-59.7397
432;390;-26.7364
432;393;-73.6402
432;394;-6.9735
432;432;0
433;433;0
434;318;-322.813
434;327;-670.508
434;328;-545.779
434;329;-535.373
434;330;-515.693
434;331;-526.833
434;332;-525.716
434;333;-620.138
434;334;-550.694
434;335;-518.616
434;336;-528.323
434;337;-515.213
434;338;-489.307
434;339;-265.633
434;344;-318.048
434;345;-317.435
434;346;-243.361
434;347;-193.11
434;349;-174.277
434;350;-12.987
434;351;-16.0514
434;434;0
435;318;-340.138
435;327;-687.833
435;328;-563.104
435;329;-552.698
435;330;-533.018
435;331;-544.159
435;332;-543.041
435;333;-637.463
435;334;-568.019
435;335;-535.941
435;336;-545.648
435;337;-532.538
435;338;-506.632
435;339;-282.958
435;344;-335.373
435;345;-334.76
435;346;-260.686
435;347;-210.435
435;349;-191.602
435;350;-30.3121
435;351;-4.08163
435;435;0
436;318;-18.9025
436;319;-7.13776
436;436;0
437;327;-157.597
437;328;-32.8673
437;329;-22.4615
437;331;-13.9218
437;332;-12.8041
437;437;0
438;320;-314.835
438;321;-132.475
438;322;-23.1721
438;324;-16.8067
438;438;0
439;320;-354.835
439;321;-172.475
439;322;-63.1721
439;324;-56.8067
439;438;-40
439;439;0
440;440;0
441;320;-315.3
441;321;-132.939
441;322;-23.6365
441;324;-17.2712
441;440;-40
441;441;0
442;318;-394.761
442;320;-9.99724
442;326;-407.345
442;327;-367
442;340;-329.826
442;341;-198.247
442;342;-107.338
442;344;-88.0917
442;356;-94.016
442;357;-67.7002
442;358;-85.7393
442;359;-51.4927
442;360;-58.8943
442;361;-8.38926
442;442;0
443;318;-257.596
443;320;-338.059
443;321;-155.698
443;322;-46.3957
443;324;-0.757863
443;325;-11.6279
443;326;-270.18
443;327;-229.835
443;340;-192.661
443;341;-61.0817
443;427;-161.152
443;428;-4.90196
443;443;0
444;318;-1392.45
444;326;-1405.03
444;327;-1364.69
444;328;-601.285
444;329;-590.879
444;330;-571.199
444;331;-582.34
444;332;-581.222
444;333;-945.991
444;334;-606.2
444;335;-574.122
444;336;-583.829
444;337;-570.719
444;338;-544.813
444;339;-321.139
444;340;-1327.51
444;341;-1195.93
444;342;-1105.02
444;343;-948.773
444;344;-373.554
444;345;-372.941
444;346;-298.867
444;347;-248.616
444;348;-909.091
444;349;-229.783
444;350;-68.4931
444;444;0
445;318;-20.5172
445;319;-8.75249
445;433;-3.34113
445;436;-1.61473
445;445;0
446;318;-87.1839
446;319;-75.4192
446;326;-47.1698
446;327;-384.615
446;433;-70.0078
446;436;-68.2814
446;445;-66.6667
446;446;0
447;318;-25.6547
447;319;-13.89
447;320;-314.105
447;321;-131.745
447;322;-22.4421
447;324;-6.27746
447;325;-8.92857
447;326;-66.6667
447;433;-17.1382
447;436;-6.75219
447;445;-1.94894
447;447;0
448;318;-1477.49
448;326;-1490.07
448;327;-1449.72
448;328;-609.052
448;329;-598.646
448;330;-578.965
448;331;-590.106
448;332;-588.988
448;333;-1031.03
448;334;-613.966
448;335;-581.888
448;336;-591.595
448;337;-578.486
448;338;-552.579
448;339;-328.905
448;340;-1412.55
448;341;-1280.97
448;342;-1190.06
448;343;-1033.81
448;344;-381.321
448;345;-380.708
448;346;-306.634
448;347;-256.382
448;348;-994.13
448;349;-237.55
448;350;-76.2596
448;353;-744.13
448;355;-61.7035
448;356;-118
448;374;-114.361
448;375;-665.499
448;376;-57.7035
448;377;-648.892
448;378;-37.0424
448;379;-583.532
448;380;-498.786
448;386;-13.0039
448;388;-485.9
448;448;0
449;318;-1545.98
449;326;-1558.56
449;327;-1518.22
449;328;-677.545
449;329;-667.139
449;330;-647.459
449;331;-658.599
449;332;-657.481
449;333;-1099.52
449;334;-682.46
449;335;-650.382
449;336;-660.088
449;337;-646.979
449;338;-621.072
449;339;-397.398
449;340;-1481.04
449;341;-1349.46
449;342;-1258.56
449;343;-1102.31
449;344;-449.814
449;345;-449.201
449;346;-375.127
449;347;-324.875
449;348;-1062.62
449;349;-306.043
449;350;-144.753
449;353;-812.623
449;355;-130.197
449;356;-186.493
449;374;-182.854
449;375;-733.993
449;376;-126.197
449;377;-717.385
449;378;-105.536
449;379;-652.025
449;380;-567.28
449;386;-81.4971
449;388;-554.393
449;448;-68.4931
449;449;0
450;450;0
451;451;0
452;452;0
453;453;0
454;453;-9.2828
454;454;0
455;453;-12.5274
455;454;-3.24465
455;455;0
456;453;-4.08998
456;456;0
457;320;-355.3
457;321;-172.939
457;322;-63.6365
457;324;-57.2712
457;440;-81.6326
457;441;-40
457;457;0
458;452;-8.01925
458;458;0
459;459;0
460;460;0
461;452;-5.11509
461;460;-4.54959
461;461;0
462;452;-18.6802
462;458;-10.661
462;460;-9.07653
462;461;-4.52693
462;462;0
463;452;-12.2224
463;453;-11.5694
463;456;-7.47943
463;460;-11.6569
463;461;-7.10732
463;463;0
464;450;-70.4225
464;452;-48.3235
464;453;-47.6705
464;456;-43.5805
464;460;-47.758
464;461;-43.2084
464;463;-36.1011
464;464;0
465;465;0
466;450;-97.0874
466;452;-21.1034
466;453;-20.4504
466;456;-16.3604
466;458;-11.9876
466;460;-20.5379
466;461;-15.9883
466;462;-1.32661
466;463;-8.881
466;466;0
467;320;-364.824
467;321;-182.463
467;322;-73.1603
467;324;-66.795
467;440;-91.1565
467;441;-49.5238
467;451;-9.19963
467;457;-9.52381
467;459;-8.21018
467;467;0
468;451;-6.84463
468;459;-10.1215
468;468;0
469;469;0
470;470;0
471;471;0
472;453;-32.6821
472;454;-23.3993
472;455;-20.1546
472;472;0
473;451;-13.6893
473;459;-16.9661
473;468;-6.84463
473;473;0
474;465;-5.01504
474;474;0
475;470;-9.04977
475;475;0
476;453;-35.8436
476;454;-26.5608
476;455;-23.3162
476;472;-3.16156
476;476;0
477;469;-15.6494
477;477;0
478;450;-99.0719
478;451;-33.6493
478;452;-23.0879
478;453;-22.4349
478;456;-18.3449
478;458;-13.9721
478;459;-36.9262
478;460;-22.5224
478;461;-17.9728
478;462;-3.31113
478;463;-10.8655
478;466;-1.98452
478;468;-26.8047
478;473;-19.9601
478;478;0
479;465;-9.07843
479;471;-29.9725
479;474;-4.06339
479;479;0
480;460;-15.2672
480;465;-7.3692
480;470;-25.5787
480;475;-16.5289
480;480;0
481;460;-42.7397
481;465;-34.8417
481;470;-53.0512
481;475;-44.0014
481;480;-27.4725
481;481;0
482;469;-52.8242
482;477;-37.1747
482;482;0
483;451;-14.4612
483;459;-17.738
483;468;-7.61653
483;473;-0.771903
483;483;0
484;465;-13.6656
484;474;-8.65052
484;484;0
485;320;-366.755
485;321;-184.394
485;322;-75.0913
485;324;-68.7259
485;440;-93.0874
485;441;-51.4548
485;451;-25.5013
485;457;-11.4548
485;459;-28.7782
485;468;-18.6567
485;485;0
486;465;-32.2875
486;471;-1.66362
486;474;-27.2725
486;484;-18.622
486;486;0
487;453;-11.6872
487;454;-2.40442
487;487;0
488;453;-61.6872
488;454;-52.4044
488;487;-50
488;488;0
489;469;-81.8746
489;477;-66.2252
489;489;0
490;451;-16.9425
490;459;-20.2194
490;468;-10.0979
490;469;-119.469
490;473;-3.25329
490;477;-103.819
490;482;-1.80995
490;483;-2.48139
490;489;-37.594
490;490;0
491;491;0
492;451;-170.789
492;459;-174.065
492;468;-163.944
492;469;-273.315
492;473;-157.099
492;477;-257.665
492;482;-155.656
492;483;-156.327
492;489;-191.44
492;490;-153.846
492;492;0
493;451;-45.1116
493;459;-48.3884
493;468;-38.2669
493;469;-147.638
493;473;-31.4223
493;477;-131.988
493;482;-29.979
493;483;-30.6504
493;489;-65.763
493;490;-28.169
493;493;0
494;494;0
495;495;0
496;453;-45.0214
496;454;-35.7386
496;487;-33.3342
496;496;0
497;497;0
498;453;-20.9208
498;454;-11.638
498;487;-9.23361
498;497;-133.333
498;498;0
499;451;-82.5647
499;453;-74.9749
499;454;-65.6921
499;459;-85.8416
499;468;-75.7201
499;469;-185.091
499;473;-68.8755
499;477;-169.441
499;482;-67.4322
499;483;-68.1036
499;487;-63.2877
499;489;-103.216
499;490;-65.6222
499;493;-37.4532
499;497;-187.387
499;498;-54.054
499;499;0
500;453;-48.5196
500;454;-39.2368
500;469;-125.353
500;477;-109.703
500;487;-36.8324
500;489;-43.4783
500;500;0
501;453;-128.16
501;454;-118.877
501;469;-158.798
501;477;-143.148
501;487;-116.473
501;489;-76.9231
501;497;-240.573
501;498;-107.239
501;500;-33.4448
501;501;0
502;453;-30.6626
502;454;-21.3798
502;469;-125
502;487;-18.9753
502;502;0
503;450;-30.6748
503;451;-291.271
503;453;-210.941
503;454;-201.658
503;459;-294.547
503;468;-284.426
503;469;-393.797
503;473;-277.581
503;477;-378.147
503;482;-276.138
503;483;-276.809
503;487;-199.254
503;488;-149.254
503;489;-311.922
503;490;-274.328
503;492;-120.482
503;502;-50
503;503;0
504;451;-80.4472
504;459;-83.7241
504;468;-73.6026
504;469;-182.973
504;473;-66.758
504;477;-167.324
504;482;-65.3147
504;483;-65.9861
504;489;-101.099
504;490;-63.5047
504;493;-35.3357
504;504;0
505;320;-454.835
505;321;-272.475
505;322;-163.172
505;324;-156.807
505;438;-140
505;439;-100
505;440;-101.633
505;441;-60
505;457;-20
505;505;0
506;320;-463.951
506;321;-281.591
506;322;-172.288
506;324;-165.922
506;438;-149.116
506;439;-109.116
506;440;-110.748
506;441;-69.1158
506;457;-29.1158
506;505;-9.11577
506;506;0
507;494;-2.40385
507;507;0
508;508;0
509;320;-467.958
509;321;-285.597
509;322;-176.294
509;324;-169.929
509;438;-153.122
509;439;-113.122
509;440;-114.755
509;441;-73.1222
509;451;-53.086
509;457;-33.1222
509;459;-56.3629
509;468;-46.2414
509;469;-155.612
509;473;-39.3968
509;477;-139.963
509;482;-37.9534
509;483;-38.6249
509;489;-73.7375
509;490;-36.1435
509;493;-7.97448
509;494;-12.5561
509;505;-13.1222
509;506;-4.00641
509;507;-10.1523
509;508;-10.1523
509;509;0
510;494;-4.67508
510;497;-23.0415
510;510;0
511;511;0
512;495;-4.62963
512;512;0
513;453;-21.0892
513;454;-11.8064
513;487;-2.91886
513;495;-6.36243
513;512;-1.7328
513;513;0
514;514;0
515;491;-40
515;515;0
516;494;-6.14251
516;511;-9.61538
516;514;-5.0226
516;516;0
517;491;-73.5571
517;494;-31.7835
517;511;-35.2564
517;514;-30.6636
517;515;-33.557
517;516;-25.641
517;517;0
518;453;-47.3843
518;454;-38.1015
518;487;-35.6971
518;495;-20.1817
518;496;-2.36295
518;511;-0.455809
518;512;-15.5521
518;518;0
519;37;-413.56
519;43;-2106.47
519;58;-75.8749
519;170;-143.365
519;173;-123.68
519;174;-106.468
519;176;-68.7321
519;191;-40.1606
519;450;-166.532
519;452;-90.5478
519;453;-89.8948
519;456;-85.8049
519;458;-81.432
519;460;-89.9823
519;461;-85.4328
519;462;-70.7711
519;463;-78.3254
519;466;-69.4444
519;519;0
520;320;-382.404
520;321;-200.043
520;322;-90.7407
520;324;-84.3754
520;440;-108.737
520;441;-67.1042
520;451;-41.1508
520;457;-27.1042
520;459;-44.4276
520;468;-34.3062
520;469;-129.6
520;473;-13.385
520;477;-113.951
520;482;-11.9417
520;483;-12.6131
520;485;-15.6494
520;489;-47.7257
520;490;-10.1317
520;520;0
521;451;-157.192
521;453;-149.602
521;454;-140.319
521;459;-160.468
521;468;-150.347
521;469;-259.718
521;473;-143.502
521;477;-244.068
521;482;-142.059
521;483;-142.73
521;487;-137.915
521;489;-177.843
521;490;-140.249
521;493;-112.08
521;497;-262.014
521;498;-128.681
521;499;-74.6269
521;521;0
522;453;-161.687
522;454;-152.404
522;487;-150
522;488;-100
522;491;-153.846
522;497;-233.333
522;498;-100
522;522;0
523;451;-232.138
523;459;-235.415
523;468;-225.294
523;469;-334.664
523;473;-218.449
523;477;-319.015
523;482;-217.006
523;483;-217.677
523;489;-252.79
523;490;-215.196
523;492;-61.3497
523;523;0
524;451;-314.106
524;459;-317.382
524;468;-307.261
524;469;-416.632
524;473;-300.416
524;477;-400.982
524;482;-298.973
524;483;-299.644
524;489;-334.757
524;490;-297.163
524;492;-143.317
524;523;-81.9672
524;524;0
525;427;-133.333
525;525;0
526;460;-172.61
526;465;-164.712
526;470;-182.921
526;475;-173.872
526;480;-157.343
526;481;-129.87
526;526;0
527;450;-506.865
527;451;-767.461
527;453;-687.131
527;454;-677.849
527;459;-770.738
527;468;-760.616
527;469;-869.987
527;473;-753.772
527;477;-854.338
527;482;-752.328
527;483;-753
527;487;-675.444
527;488;-625.444
527;489;-788.112
527;490;-750.518
527;492;-596.672
527;502;-526.19
527;503;-476.19
527;523;-49.0196
527;527;0
528;451;-306.445
528;453;-298.855
528;454;-289.573
528;459;-309.722
528;468;-299.601
528;469;-408.971
528;473;-292.756
528;477;-393.322
528;482;-291.313
528;483;-291.984
528;487;-287.168
528;489;-327.097
528;490;-289.503
528;491;-64.9351
528;493;-261.334
528;497;-411.268
528;498;-277.935
528;499;-223.881
528;521;-149.254
528;528;0
529;495;-9.92064
529;512;-5.29101
529;529;0
530;451;-386.445
530;453;-378.855
530;454;-369.573
530;459;-389.722
530;468;-379.601
530;469;-488.971
530;473;-372.756
530;477;-473.322
530;482;-371.313
530;483;-371.984
530;487;-367.168
530;489;-407.097
530;490;-369.503
530;491;-370.37
530;493;-341.334
530;494;-54.6751
530;497;-491.268
530;498;-357.935
530;499;-303.881
530;510;-50
530;521;-229.254
530;528;-80
530;530;0
531;451;-430.669
531;453;-423.079
531;454;-413.796
531;459;-433.946
531;468;-423.824
531;469;-533.195
531;473;-416.98
531;477;-517.546
531;482;-415.536
531;483;-416.208
531;487;-411.392
531;489;-451.32
531;490;-413.726
531;491;-189.159
531;493;-385.557
531;497;-535.492
531;498;-402.158
531;499;-348.104
531;521;-273.477
531;528;-124.224
531;531;0
532;37;-438.94
532;43;-2131.85
532;58;-101.256
532;170;-168.745
532;173;-149.06
532;174;-131.849
532;176;-94.1128
532;191;-65.5413
532;450;-191.913
532;451;-272.299
532;452;-115.929
532;453;-115.276
532;456;-111.186
532;458;-106.813
532;459;-275.576
532;460;-115.363
532;461;-110.813
532;462;-96.1518
532;463;-103.706
532;466;-94.8252
532;468;-265.454
532;469;-374.825
532;473;-258.61
532;477;-359.176
532;478;-40
532;482;-257.166
532;483;-257.838
532;489;-292.95
532;490;-255.356
532;492;-101.51
532;519;-25.3807
532;523;-40.1606
532;532;0
533;491;-72.2581
533;515;-32.2581
533;533;0
534;453;-59.2828
534;454;-50
534;491;-189.905
534;515;-149.905
534;533;-117.647
534;534;0
535;453;-105.794
535;454;-96.5116
535;491;-236.417
535;515;-196.417
535;533;-164.159
535;534;-46.5116
535;535;0
536;453;-143.53
536;454;-134.247
536;456;-36.1011
536;491;-274.153
536;515;-234.153
536;533;-201.894
536;534;-84.2475
536;535;-37.7358
536;536;0
537;320;-495.43
537;321;-313.07
537;322;-203.767
537;324;-197.401
537;438;-180.595
537;439;-140.595
537;440;-142.227
537;441;-100.595
537;451;-567.655
537;453;-560.065
537;454;-550.783
537;457;-60.5947
537;459;-570.932
537;468;-560.811
537;469;-670.181
537;473;-553.966
537;477;-654.532
537;482;-552.523
537;483;-553.194
537;487;-548.378
537;489;-588.307
537;490;-550.713
537;491;-326.145
537;493;-522.544
537;494;-40.0287
537;497;-672.478
537;498;-539.145
537;499;-485.09
537;505;-40.5947
537;506;-31.4789
537;507;-37.6248
537;508;-37.6248
537;509;-27.4725
537;521;-410.464
537;528;-261.21
537;531;-136.986
537;537;0
538;320;-527.688
538;321;-345.328
538;322;-236.025
538;324;-229.659
538;427;-164.293
538;438;-212.853
538;439;-172.853
538;440;-174.485
538;441;-132.853
538;451;-599.913
538;453;-592.323
538;454;-583.041
538;457;-92.8528
538;459;-603.19
538;468;-593.069
538;469;-702.439
538;473;-586.224
538;477;-686.79
538;482;-584.781
538;483;-585.452
538;487;-580.636
538;489;-620.565
538;490;-582.971
538;491;-358.403
538;493;-554.802
538;494;-72.2867
538;497;-704.736
538;498;-571.403
538;499;-517.349
538;505;-72.8528
538;506;-63.737
538;507;-69.8829
538;508;-69.8829
538;509;-59.7306
538;521;-442.722
538;525;-30.9597
538;528;-293.468
538;531;-169.244
538;537;-32.2581
538;538;0
539;453;-121.567
539;454;-112.285
539;487;-109.88
539;488;-59.8802
539;491;-110.423
539;515;-70.4225
539;539;0
540;540;0
541;451;-176.601
541;453;-143.94
541;454;-134.658
541;459;-179.878
541;468;-169.756
541;469;-279.127
541;473;-162.912
541;477;-263.478
541;482;-161.469
541;483;-162.14
541;487;-132.253
541;489;-197.253
541;490;-159.659
541;493;-131.49
541;497;-256.353
541;498;-123.02
541;499;-68.9655
541;504;-96.1539
541;541;0
542;37;-148.354
542;38;-205.764
542;39;-115.674
542;40;-125
542;41;-100
542;542;0
543;37;-184.455
543;38;-241.865
543;39;-151.775
543;40;-161.101
543;41;-136.101
543;452;-27.483
543;458;-19.4638
543;459;-4.94071
543;460;-17.8793
543;461;-13.3298
543;462;-8.80282
543;542;-36.1011
543;543;0
544;37;-494.189
544;43;-2187.1
544;58;-156.504
544;170;-223.994
544;173;-204.309
544;174;-187.097
544;176;-149.361
544;191;-120.79
544;427;-174.656
544;450;-247.161
544;451;-327.548
544;452;-171.177
544;453;-170.524
544;456;-166.434
544;458;-162.061
544;459;-330.824
544;460;-170.612
544;461;-166.062
544;462;-151.4
544;463;-158.955
544;466;-150.074
544;468;-320.703
544;469;-430.074
544;473;-313.858
544;477;-414.424
544;478;-95.2486
544;482;-312.415
544;483;-313.086
544;489;-348.199
544;490;-310.605
544;492;-156.759
544;519;-80.6293
544;523;-95.4093
544;525;-41.3223
544;532;-55.2486
544;544;0
545;453;-171.567
545;454;-162.285
545;487;-159.88
545;488;-109.88
545;491;-160.423
545;495;-24.7025
545;496;-23.753
545;511;-4.9766
545;512;-20.0729
545;514;-9.08265
545;515;-120.423
545;518;-4.52079
545;539;-50
545;545;0
546;465;-191.855
546;471;-161.231
546;474;-186.84
546;484;-178.19
546;486;-159.568
546;546;0
547;465;-203.69
547;471;-173.066
547;474;-198.675
547;484;-190.024
547;486;-171.402
547;546;-11.8343
547;547;0
548;453;-44.2561
548;454;-34.9733
548;455;-31.7287
548;465;-194.903
548;471;-164.279
548;472;-11.5741
548;474;-189.888
548;484;-181.238
548;486;-162.616
548;546;-3.04785
548;548;0
549;465;-358.522
549;471;-327.898
549;474;-353.507
549;484;-344.856
549;486;-326.234
549;546;-166.667
549;549;0
550;465;-358.522
550;471;-327.898
550;474;-353.507
550;484;-344.856
550;486;-326.234
550;546;-166.667
550;550;0
551;551;0
552;551;-70.4225
552;552;0
553;553;0
554;553;-90.9091
554;554;0
555;553;-81.9672
555;555;0
556;551;-208.333
556;556;0
557;557;0
558;450;-128.226
558;452;-106.127
558;453;-513.901
558;454;-504.618
558;456;-406.471
558;460;-105.561
558;461;-101.012
558;463;-93.9046
558;464;-57.8035
558;491;-644.523
558;515;-604.523
558;533;-572.265
558;534;-454.618
558;535;-408.106
558;536;-370.37
558;558;0
559;450;-194.893
559;452;-172.794
559;453;-580.567
559;454;-571.285
559;456;-473.138
559;460;-212.61
559;461;-167.679
559;463;-160.571
559;464;-124.47
559;465;-204.712
559;470;-222.921
559;475;-213.872
559;480;-197.343
559;481;-169.87
559;491;-711.19
559;515;-671.19
559;526;-40
559;533;-638.932
559;534;-521.285
559;535;-474.773
559;536;-437.037
559;557;-31.348
559;558;-66.6667
559;559;0
560;560;0
561;561;0
562;560;-14.1643
562;562;0
563;561;-17.9212
563;563;0
564;551;-13.6986
564;561;-42.0757
564;563;-24.1546
564;564;0
565;551;-26.8912
565;561;-55.2683
565;563;-37.3472
565;564;-13.1926
565;565;0
566;551;-78.4376
566;561;-106.815
566;563;-88.8936
566;564;-64.739
566;565;-51.5464
566;566;0
567;560;-27.0178
567;562;-12.8535
567;567;0
568;560;-38.8557
568;562;-24.6914
568;568;0
569;560;-136.908
569;562;-122.744
569;567;-109.89
569;569;0
570;560;-64.0548
570;562;-49.8905
570;567;-37.037
570;568;-13.3156
570;570;0
571;551;-117.197
571;560;-225.403
571;561;-145.574
571;562;-211.239
571;563;-127.653
571;564;-103.499
571;565;-90.3061
571;566;-38.7597
571;567;-198.386
571;568;-42.2173
571;569;-88.4956
571;570;-28.9017
571;571;0
572;551;-270.196
572;560;-378.403
572;561;-298.574
572;562;-364.238
572;563;-280.652
572;564;-256.498
572;565;-243.305
572;566;-191.759
572;567;-351.385
572;568;-195.216
572;569;-241.495
572;570;-181.901
572;571;-152.999
572;572;0
573;573;0
574;573;-34.7222
574;574;0
575;575;0
576;576;0
577;560;-54.5051
577;562;-40.3408
577;568;-15.6494
577;577;0
578;465;-13.7733
578;471;-34.6674
578;474;-8.75822
578;479;-4.69484
578;540;-7.66871
578;560;-15.4799
578;561;-27.6299
578;563;-9.70874
578;576;-9.17431
578;578;0
579;553;-131.967
579;555;-50
579;561;-9.4518
579;579;0
580;553;-50
580;560;-24.8139
580;562;-10.6496
580;580;0
581;581;0
582;581;-50.505
582;582;0
583;581;-107.976
583;582;-57.4713
583;583;0
584;553;-190.909
584;554;-100
584;581;-213.24
584;582;-162.734
584;583;-105.263
584;584;0
585;553;-461.279
585;554;-370.37
585;585;0
586;586;0
587;581;-76.4118
587;582;-25.9067
587;587;0
588;581;-91.8917
588;582;-41.3866
